w,AUC,AP,LogLoss
0.6,0.8602352510143118,0.8777716853694909,0.5125916904156563
0.7,0.8566553442747848,0.8758617945834152,0.5146696996903983
0.8,0.8537221331840636,0.8741634026857782,0.516620584491319
0.9,0.8505397673410107,0.8722762730753298,0.5184524385971725
